{ -1000, 4 }
{ 399, 1 }
{ 400, 5 }
{ 401, 1 }
{ 402, 2 }
{ 403, 1 }
{ 404, 3 }
{ 405, 1 }
{ 406, 2 }
{ 407, 1 }
{ 408, 4 }
{ 409, 1 }
{ 410, 2 }
{ 411, 1 }
{ 412, 3 }
{ 413, 1 }
{ 414, 2 }
{ 415, 1 }
{ 416, 6 }
{ 417, 1 }
{ 418, 2 }
{ 419, 1 }
{ 420, 3 }
{ 421, 1 }
{ 422, 2 }
{ 423, 1 }
{ 424, 4 }
{ 425, 1 }
{ 426, 2 }
{ 427, 1 }
{ 428, 3 }
{ 429, 1 }
{ 430, 2 }
{ 431, 1 }
{ 432, 5 }
{ 433, 1 }
{ 434, 2 }
{ 435, 1 }
{ 436, 3 }
{ 437, 1 }
{ 438, 2 }
{ 439, 1 }
{ 440, 4 }
{ 441, 1 }
{ 442, 2 }
{ 443, 1 }
{ 444, 3 }
{ 445, 1 }
{ 446, 2 }
{ 447, 1 }
{ 448, 7 }
{ 449, 1 }
{ 450, 2 }
{ 451, 1 }
{ 452, 3 }
{ 453, 1 }
{ 454, 2 }
{ 455, 1 }
{ 456, 4 }
{ 457, 1 }
{ 458, 2 }
{ 459, 1 }
{ 460, 3 }
{ 461, 1 }
{ 462, 2 }
{ 463, 1 }
{ 464, 5 }
{ 465, 1 }
{ 466, 2 }
{ 467, 1 }
{ 468, 3 }
{ 469, 1 }
{ 470, 2 }
{ 471, 1 }
{ 472, 4 }
{ 473, 1 }
{ 474, 2 }
{ 475, 1 }
{ 476, 3 }
{ 477, 1 }
{ 478, 2 }
{ 479, 1 }
{ 480, 6 }
{ 481, 1 }
{ 482, 2 }
{ 483, 1 }
{ 484, 3 }
{ 485, 1 }
{ 486, 2 }
{ 487, 1 }
{ 488, 4 }
{ 489, 1 }
{ 490, 2 }
{ 491, 1 }
{ 492, 3 }
{ 493, 1 }
{ 494, 2 }
{ 495, 1 }
{ 496, 5 }
{ 497, 1 }
{ 498, 2 }
{ 499, 1 }
{ 500, 3 }
{ 501, 1 }
{ 502, 2 }
{ 503, 1 }
{ 504, 4 }
{ 505, 1 }
{ 506, 2 }
{ 507, 1 }
{ 508, 3 }
{ 509, 1 }
{ 510, 2 }
{ 511, 1 }
{ 512, 10 }
{ 513, 1 }
{ 514, 2 }
{ 515, 1 }
{ 516, 3 }
{ 517, 1 }
{ 518, 2 }
{ 519, 1 }
{ 520, 4 }
{ 521, 1 }
{ 522, 2 }
{ 523, 1 }
{ 524, 3 }
{ 525, 1 }
{ 526, 2 }
{ 527, 1 }
{ 528, 5 }
{ 529, 1 }
{ 530, 2 }
{ 531, 1 }
{ 532, 3 }
{ 533, 1 }
{ 534, 2 }
{ 535, 1 }
{ 536, 4 }
{ 537, 1 }
{ 538, 2 }
{ 539, 1 }
{ 540, 3 }
{ 541, 1 }
{ 542, 2 }
{ 543, 1 }
{ 544, 6 }
{ 545, 1 }
{ 546, 2 }
{ 547, 1 }
{ 548, 3 }
{ 549, 1 }
{ 550, 2 }
{ 551, 1 }
{ 552, 4 }
{ 553, 1 }
{ 554, 2 }
{ 555, 1 }
{ 556, 3 }
{ 557, 1 }
{ 558, 2 }
{ 559, 1 }
{ 560, 5 }
{ 561, 1 }
{ 562, 2 }
{ 563, 1 }
{ 564, 3 }
{ 565, 1 }
{ 566, 2 }
{ 567, 1 }
{ 568, 4 }
{ 569, 1 }
{ 570, 2 }
{ 571, 1 }
{ 572, 3 }
{ 573, 1 }
{ 574, 2 }
{ 575, 1 }
{ 576, 7 }
{ 577, 1 }
{ 578, 2 }
{ 579, 1 }
{ 580, 3 }
{ 581, 1 }
{ 582, 2 }
{ 583, 1 }
{ 584, 4 }
{ 585, 1 }
{ 586, 2 }
{ 587, 1 }
{ 588, 3 }
{ 589, 1 }
{ 590, 2 }
{ 591, 1 }
{ 592, 5 }
{ 593, 1 }
{ 594, 2 }
{ 595, 1 }
{ 596, 3 }
{ 597, 1 }
{ 598, 2 }
{ 599, 1 }
{ 600, 4 }
{ 601, 1 }
{ 602, 2 }
{ 603, 1 }
{ 604, 3 }
{ 605, 1 }
{ 606, 2 }
{ 607, 1 }
{ 608, 6 }
{ 609, 1 }
{ 610, 2 }
{ 611, 1 }
{ 612, 3 }
{ 613, 1 }
{ 614, 2 }
{ 615, 1 }
{ 616, 4 }
{ 617, 1 }
{ 618, 2 }
{ 619, 1 }
{ 620, 3 }
{ 621, 1 }
{ 622, 2 }
{ 623, 1 }
{ 624, 5 }
{ 625, 1 }
{ 626, 2 }
{ 627, 1 }
{ 628, 3 }
{ 629, 1 }
{ 630, 2 }
{ 631, 1 }
{ 632, 4 }
{ 633, 1 }
{ 634, 2 }
{ 635, 1 }
{ 636, 3 }
{ 637, 1 }
{ 638, 2 }
{ 639, 1 }
{ 640, 8 }
{ 641, 1 }
{ 642, 2 }
{ 643, 1 }
{ 644, 3 }
{ 645, 1 }
{ 646, 2 }
{ 647, 1 }
{ 648, 4 }
{ 649, 1 }
{ 650, 2 }
{ 651, 1 }
{ 652, 3 }
{ 653, 1 }
{ 654, 2 }
{ 655, 1 }
{ 656, 5 }
{ 657, 1 }
{ 658, 2 }
{ 659, 1 }
{ 660, 3 }
{ 661, 1 }
{ 662, 2 }
{ 663, 1 }
{ 664, 4 }
{ 665, 1 }
{ 666, 2 }
{ 667, 1 }
{ 668, 3 }
{ 669, 1 }
{ 670, 2 }
{ 671, 1 }
{ 672, 6 }
{ 673, 1 }
{ 674, 2 }
{ 675, 1 }
{ 676, 3 }
{ 677, 1 }
{ 678, 2 }
{ 679, 1 }
{ 680, 4 }
{ 681, 1 }
{ 682, 2 }
{ 683, 1 }
{ 684, 3 }
{ 685, 1 }
{ 686, 2 }
{ 687, 1 }
{ 688, 5 }
{ 689, 1 }
{ 690, 2 }
{ 691, 1 }
{ 692, 3 }
{ 693, 1 }
{ 694, 2 }
{ 695, 1 }
{ 696, 4 }
{ 697, 1 }
{ 698, 2 }
{ 699, 1 }
{ 700, 3 }
{ 701, 1 }
{ 702, 2 }
{ 703, 1 }
{ 704, 7 }
{ 705, 1 }
{ 706, 2 }
{ 707, 1 }
{ 708, 3 }
{ 709, 1 }
{ 710, 2 }
{ 711, 1 }
{ 712, 4 }
{ 713, 1 }
{ 714, 2 }
{ 715, 1 }
{ 716, 3 }
{ 717, 1 }
{ 718, 2 }
{ 719, 1 }
{ 720, 5 }
{ 721, 1 }
{ 722, 2 }
{ 723, 1 }
{ 724, 3 }
{ 725, 1 }
{ 726, 2 }
{ 727, 1 }
{ 728, 4 }
{ 729, 1 }
{ 730, 2 }
{ 731, 1 }
{ 732, 3 }
{ 733, 1 }
{ 734, 2 }
{ 735, 1 }
{ 736, 6 }
{ 737, 1 }
{ 738, 2 }
{ 739, 1 }
{ 740, 3 }
{ 741, 1 }
{ 742, 2 }
{ 743, 1 }
{ 744, 4 }
{ 745, 1 }
{ 746, 2 }
{ 747, 1 }
{ 748, 3 }
{ 749, 1 }
{ 750, 2 }
{ 751, 1 }
{ 752, 5 }
{ 753, 1 }
{ 754, 2 }
{ 755, 1 }
{ 756, 3 }
{ 757, 1 }
{ 758, 2 }
{ 759, 1 }
{ 760, 4 }
{ 761, 1 }
{ 762, 2 }
{ 763, 1 }
{ 764, 3 }
{ 765, 1 }
{ 766, 2 }
{ 767, 1 }
{ 768, 9 }
{ 769, 1 }
{ 770, 2 }
{ 771, 1 }
{ 772, 3 }
{ 773, 1 }
{ 774, 2 }
{ 775, 1 }
{ 776, 4 }
{ 777, 1 }
{ 778, 2 }
{ 779, 1 }
{ 780, 3 }
{ 781, 1 }
{ 782, 2 }
{ 783, 1 }
{ 784, 5 }
{ 785, 1 }
{ 786, 2 }
{ 787, 1 }
{ 788, 3 }
{ 789, 1 }
{ 790, 2 }
{ 791, 1 }
{ 792, 4 }
{ 793, 1 }
{ 794, 2 }
{ 795, 1 }
{ 796, 3 }
{ 797, 1 }
{ 798, 2 }
{ 799, 1 }
{ 800, 6 }
{ 801, 1 }
{ 802, 2 }
{ 803, 1 }
{ 804, 3 }
{ 805, 1 }
{ 806, 2 }
{ 807, 1 }
{ 808, 4 }
{ 809, 1 }
{ 810, 2 }
{ 811, 1 }
{ 812, 3 }
{ 813, 1 }
{ 814, 2 }
{ 815, 1 }
{ 816, 5 }
{ 817, 1 }
{ 818, 2 }
{ 819, 1 }
{ 820, 3 }
{ 821, 1 }
{ 822, 2 }
{ 823, 1 }
{ 824, 4 }
{ 825, 1 }
{ 826, 2 }
{ 827, 1 }
{ 828, 3 }
{ 829, 1 }
{ 830, 2 }
{ 831, 1 }
{ 832, 7 }
{ 833, 1 }
{ 834, 2 }
{ 835, 1 }
{ 836, 3 }
{ 837, 1 }
{ 838, 2 }
{ 839, 1 }
{ 840, 4 }
{ 841, 1 }
{ 842, 2 }
{ 843, 1 }
{ 844, 3 }
{ 845, 1 }
{ 846, 2 }
{ 847, 1 }
{ 848, 5 }
{ 849, 1 }
{ 850, 2 }
{ 851, 1 }
{ 852, 3 }
{ 853, 1 }
{ 854, 2 }
{ 855, 1 }
{ 856, 4 }
{ 857, 1 }
{ 858, 2 }
{ 859, 1 }
{ 860, 3 }
{ 861, 1 }
{ 862, 2 }
{ 863, 1 }
{ 864, 6 }
{ 865, 1 }
{ 866, 2 }
{ 867, 1 }
{ 868, 3 }
{ 869, 1 }
{ 870, 2 }
{ 871, 1 }
{ 872, 4 }
{ 873, 1 }
{ 874, 2 }
{ 875, 1 }
{ 876, 3 }
{ 877, 1 }
{ 878, 2 }
{ 879, 1 }
{ 880, 5 }
{ 881, 1 }
{ 882, 2 }
{ 883, 1 }
{ 884, 3 }
{ 885, 1 }
{ 886, 2 }
{ 887, 1 }
{ 888, 4 }
{ 889, 1 }
{ 890, 2 }
{ 891, 1 }
{ 892, 3 }
{ 893, 1 }
{ 894, 2 }
{ 895, 1 }
{ 896, 8 }
{ 897, 1 }
{ 898, 2 }
{ 899, 1 }
{ 900, 3 }
{ 901, 1 }
{ 902, 2 }
{ 903, 1 }
{ 904, 4 }
{ 905, 1 }
{ 906, 2 }
{ 907, 1 }
{ 908, 3 }
{ 909, 1 }
{ 910, 2 }
{ 911, 1 }
{ 912, 5 }
{ 913, 1 }
{ 914, 2 }
{ 915, 1 }
{ 916, 3 }
{ 917, 1 }
{ 918, 2 }
{ 919, 1 }
{ 920, 4 }
{ 921, 1 }
{ 922, 2 }
{ 923, 1 }
{ 924, 3 }
{ 925, 1 }
{ 926, 2 }
{ 927, 1 }
{ 928, 6 }
{ 929, 1 }
{ 930, 2 }
{ 931, 1 }
{ 932, 3 }
{ 933, 1 }
{ 934, 2 }
{ 935, 1 }
{ 936, 4 }
{ 937, 1 }
{ 938, 2 }
{ 939, 1 }
{ 940, 3 }
{ 941, 1 }
{ 942, 2 }
{ 943, 1 }
{ 944, 5 }
{ 945, 1 }
{ 946, 2 }
{ 947, 1 }
{ 948, 3 }
{ 949, 1 }
{ 950, 2 }
{ 951, 1 }
{ 952, 4 }
{ 953, 1 }
{ 954, 2 }
{ 955, 1 }
{ 956, 3 }
{ 957, 1 }
{ 958, 2 }
{ 959, 1 }
{ 960, 7 }
{ 961, 1 }
{ 962, 2 }
{ 963, 1 }
{ 964, 3 }
{ 965, 1 }
{ 966, 2 }
{ 967, 1 }
{ 968, 4 }
{ 969, 1 }
{ 970, 2 }
{ 971, 1 }
{ 972, 3 }
{ 973, 1 }
{ 974, 2 }
{ 975, 1 }
{ 976, 5 }
{ 977, 1 }
{ 978, 2 }
{ 979, 1 }
{ 980, 3 }
{ 981, 1 }
{ 982, 2 }
{ 983, 1 }
{ 984, 4 }
{ 985, 1 }
{ 986, 2 }
{ 987, 1 }
{ 988, 3 }
{ 989, 1 }
{ 990, 2 }
{ 991, 1 }
{ 992, 6 }
{ 993, 1 }
{ 994, 2 }
{ 995, 1 }
{ 996, 3 }
{ 997, 1 }
{ 998, 2 }
{ 999, 1 }
{ 1024, 11 }
{ 2048, 12 }
{ 3072, 11 }
{ 4096, 13 }
{ 5120, 11 }
{ 6144, 12 }
{ 7168, 11 }
{ 8192, 14 }
{ 9216, 11 }
{ 10240, 12 }
{ 11264, 11 }
{ 12288, 13 }
{ 13312, 11 }
{ 14336, 12 }
{ 15360, 11 }
{ 16384, 15 }
{ 17408, 11 }
{ 18432, 12 }
{ 19456, 11 }
{ 20480, 13 }
{ 21504, 11 }
{ 22528, 12 }
{ 23552, 11 }
{ 24576, 14 }
{ 25600, 11 }
{ 26624, 12 }
{ 27648, 11 }
{ 28672, 13 }
{ 29696, 11 }
{ 30720, 12 }
{ 31744, 11 }
{ 32768, 16 }
{ 33792, 11 }
{ 34816, 12 }
{ 35840, 11 }
{ 36864, 13 }
{ 37888, 11 }
{ 38912, 12 }
{ 39936, 11 }
{ 40960, 14 }
{ 41984, 11 }
{ 43008, 12 }
{ 44032, 11 }
{ 45056, 13 }
{ 46080, 11 }
{ 47104, 12 }
{ 48128, 11 }
{ 49152, 15 }
{ 50176, 11 }
{ 51200, 12 }
{ 52224, 11 }
{ 53248, 13 }
{ 54272, 11 }
{ 55296, 12 }
{ 56320, 11 }
{ 57344, 14 }
{ 58368, 11 }
{ 59392, 12 }
{ 60416, 11 }
{ 61440, 13 }
{ 62464, 11 }
{ 63488, 12 }
{ 64512, 11 }
{ 65536, 17 }
{ 66560, 11 }
{ 67584, 12 }
{ 68608, 11 }
{ 69632, 13 }
{ 70656, 11 }
{ 71680, 12 }
{ 72704, 11 }
{ 73728, 14 }
{ 74752, 11 }
{ 75776, 12 }
{ 76800, 11 }
{ 77824, 13 }
{ 78848, 11 }
{ 79872, 12 }
{ 80896, 11 }
{ 81920, 15 }
{ 82944, 11 }
{ 83968, 12 }
{ 84992, 11 }
{ 86016, 13 }
{ 87040, 11 }
{ 88064, 12 }
{ 89088, 11 }
{ 90112, 14 }
{ 91136, 11 }
{ 92160, 12 }
{ 93184, 11 }
{ 94208, 13 }
{ 95232, 11 }
{ 96256, 12 }
{ 97280, 11 }
{ 98304, 16 }
{ 99328, 11 }
